PM2.5 AQI Value,AQI Category,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
36,Good,27.8,32.2,23.9,1013.9,70,0,16.1,23,31.7,48.2,,,,
24,Good,24.5,27.2,21,1016.3,78,7.11,15.8,16.1,31.7,42.4,o,,,
24,Good,23.6,28.9,19.4,1017.2,76,10.16,15,15,24.1,33.5,o,,,
33,Good,,,,,,,,,,,,,,
24,Good,,,,,,,,,,,,,,
31,Good,22.7,28.3,16.7,1016.3,64,0,16.1,9.1,18.3,-,o,,o,
33,Good,,,,,,,,,,,,,,
41,Good,27.3,32.8,22.8,1016.5,72,0.76,16.1,10.7,22.2,-,,,,
44,Good,,,,,,,,,,,o,,,
26,Good,,,,,,,,,,,o,,,o
30,Good,27.3,28.3,26.1,1013.6,74,0,16.1,11.1,13,-,,,,
29,Good,28.5,34.4,23.3,1010.9,63,0,16.1,15.6,25.9,27.8,,,,
33,Good,25.4,34.4,21.1,1016.4,72,21.34,14.8,10.6,48.2,66.5,o,,o,o
28,Good,,,,,,,,,,,,,,
36,Good,,,,,,,,,,,,,,
42,Good,,,,,,,,,,,o,,o,
39,Good,30.2,35,24.4,1018.8,65,0,16.1,19.1,27.8,40.7,,,,
33,Good,30.4,35.6,25.6,1017,65,0,16.1,21.5,24.1,37,,,,
33,Good,26.4,35.6,22.2,1014.5,79,45.97,13.8,13.7,44.6,59.4,o,,o,o
34,Good,,,,,,,,,,,,,,
15,Good,,,,,,,,,,,,,,
26,Good,,,,,,,,,,,o,,o,
22,Good,26.3,30,22.2,1018.5,76,0,16.1,10.4,18.3,-,,,,
42,Good,27.9,33.3,22.2,1016.7,70,0,16.1,10,16.5,-,,,,
61,Moderate,28.2,33.9,22.2,1014.3,74,0,15.4,11.9,25.9,-,o,,o,
53,Moderate,,,,,,,,,,,,,o,
46,Good,,,,,,,,,,,o,,o,
36,Good,,,,,,,,,,,o,,o,
30,Good,26.6,31.1,22.2,1015.9,68,0,16.1,15.2,25.9,35.2,,,,
15,Good,23.5,28.3,20.6,1021.3,74,0,16.1,11.1,20.6,-,,,,
30,Good,25,30.6,20,1017,70,0,16.1,10.2,18.3,-,,,,
31,Good,,,,,,,,,,,o,,,
27,Good,,,,,,,,,,,o,,o,o
21,Good,,,,,,,,,,,o,,,
45,Good,24.7,30,16.1,1018.5,63,0,16.1,7.6,14.8,-,,,,
30,Good,,,,,,,,,,,,,,
26,Good,22.9,30,20.6,1014.1,90,19.56,15.1,13.7,24.1,44.6,o,,o,
18,Good,,,,,,,,,,,o,,,
36,Good,24.5,27.8,22.8,1015.4,86,0,15.9,8.9,16.5,-,,,,
43,Good,,,,,,,,,,,,,,
35,Good,25.8,31.7,21.7,1017.5,79,1.78,15.8,8,18.3,-,,,,o
41,Good,,,,,,,,,,,o,,o,
33,Good,24.3,27.8,18.3,1021.4,64,2.54,16.1,11.5,24.1,-,,,,
33,Good,,,,,,,,,,,o,,,
40,Good,21.6,31.1,18.3,1017.2,76,0.25,16.1,16.5,27.8,38.9,o,,,
40,Good,,,,,,,,,,,,,,o
33,Good,19.9,28.3,16.1,1015,70,14.48,15.4,11.1,20.6,27.8,o,,,
16,Good,,,,,,,,,,,,,,
22,Good,24.8,30,20,1012.6,73,0,16.1,11.7,20.6,-,o,,,
38,Good,,,,,,,,,,,,,,o
49,Good,22.6,25.6,21.7,1011.3,81,0,15.3,28,44.6,64.8,o,,,
43,Good,,,,,,,,,,,,,,
13,Good,22.1,28.9,17.8,1015.4,81,0,16.1,14.8,22.2,31.7,,,,
38,Good,,,,,,,,,,,,,,
17,Good,17.4,21.7,12.8,1025.4,64,0,16.1,20.4,29.4,42.4,,,,
20,Good,,,,,,,,,,,,,,
18,Good,23.4,28.9,14.4,1019.3,80,0,15.4,10.9,24.1,29.4,,,,o
31,Good,,,,,,,,,,,o,,o,
21,Good,19.9,23.3,18.9,1023.2,85,0,13.4,23,29.4,42.4,o,,,
20,Good,,,,,,,,,,,o,,,
33,Good,14.9,23.9,6.7,1024.9,76,0,15.8,3.3,11.1,-,,,,
43,Good,,,,,,,,,,,,,,o
27,Good,16.2,19.4,12.2,1007.4,71,0,16.1,8.5,27.8,38.9,,,,
20,Good,,,,,,,,,,,,,,
36,Good,12.2,22.2,5,1018.7,60,0,16.1,9.1,14.8,-,,,,
43,Good,18.6,26.1,12.2,1019.7,76,0,11.7,5,13,-,,,,
42,Good,,,,,,,,,,,,,,
14,Good,14.3,16.1,9.4,1018.5,84,14.99,13.5,13.5,22.2,35.2,o,,,
28,Good,,,,,,,,,,,,,,
38,Good,10.1,15,6.1,1021.5,70,0,16.1,13.7,20.6,31.7,,,,
28,Good,,,,,,,,,,,,,,
23,Good,8.7,17.8,0.6,1023.4,64,0,16.1,9.1,16.5,-,,,,
26,Good,,,,,,,,,,,o,,,
32,Good,,,,,,,,,,,,,,
65,Moderate,,,,,,,,,,,,,,
61,Moderate,8.6,18.9,-2.8,1011.6,62,0,14,8.1,29.4,-,,,,
47,Good,10.5,18.9,1.1,1015,58,0,16.1,10.6,18.3,33.5,,,,
49,Good,6.8,15.6,0,1020.7,66,0,16.1,4.1,13,-,,,,
32,Good,,,,,,,,,,,,,,
47,Good,,,,,,,,,,,,,,
45,Good,,,,,,,,,,,,,,
48,Good,10.6,17.8,4.4,1020.4,73,0,14.8,9.8,24.1,37,,,,
38,Good,6.8,14.4,0,1024.2,76,0,15,4.4,14.8,-,,,,o
33,Good,10.9,16.1,0,1021.8,75,0,16.1,5.4,14.8,-,,,,
51,Moderate,,,,,,,,,,,,,,
19,Good,,,,,,,,,,,o,,,
23,Good,,,,,,,,,,,,,,
26,Good,6.5,8.9,5,1019.2,76,6.35,15.9,6.1,9.4,-,o,,,
26,Good,5.2,8.9,2.2,1018.3,80,0.76,12.6,9.6,22.2,29.4,o,,,
13,Good,3.2,6.1,1.7,1010.9,91,41.4,6.9,19.8,29.4,38.9,o,o,,
33,Good,,,,,,,,,,,o,o,,
33,Good,,,,,,,,,,,,,,
33,Good,,,,,,,,,,,,,,
9,Good,-0.1,13.3,-5,1009.5,41,1.27,15.8,22.8,50,70.6,o,o,,
31,Good,5.3,12.2,-5,1008.7,42,0,16.1,19.1,27.8,38.9,,,,
32,Good,5.1,12.2,1.7,1015.8,65,0,16.1,17,24.1,-,,,,
40,Good,,,,,,,,,,,,,,
50,Good,,,,,,,,,,,,,,
51,Moderate,,,,,,,,,,,o,,,
44,Good,9.5,17.2,2.2,1016.2,67,0,15.3,8,14.8,-,,,,
45,Good,12.4,17.2,3.3,1013.9,54,0,16.1,11.5,18.3,-,,,,
30,Good,6.2,14.4,2.8,1020.2,64,0,16.1,10,20.6,-,,,,
24,Good,,,,,,,,,,,o,,,
33,Good,,,,,,,,,,,o,,,
21,Good,,,,,,,,,,,o,,,
28,Good,4.9,12.2,1.7,1018.3,57,0.51,13.5,18.5,37,55.4,o,,,
25,Good,1.8,7.2,-1.7,1030.7,37,0,16.1,9.1,24.1,35.2,,,,
45,Good,2.2,5.6,-1.7,1030.6,63,0,16.1,7.8,24.1,40.7,o,,,
30,Good,,,,,,,,,,,,,,
27,Good,,,,,,,,,,,,,,
43,Good,,,,,,,,,,,,,,
31,Good,0.7,2.2,-1.7,1019.1,61,0,16.1,17.8,35.2,46.5,,,,
22,Good,-5.2,0.6,-6.7,1030,47,0,16.1,27.2,35.2,50,,,,
52,Moderate,-6.3,-2.2,-10,1033.6,47,0,16.1,15.9,27.8,38.9,,,,
49,Good,-5.3,2.8,-12.2,1026,65,0,16.1,7.8,20.6,33.5,,o,,
29,Good,,,,,,,,,,,o,o,,o
21,Good,,,,,,,,,,,,o,,
26,Good,,,,,,,,,,,,,,
28,Good,-8.7,-5.6,-13.9,1036.3,54,0,16.1,14.8,27.8,40.7,,o,,
28,Good,-5.1,5,-13.3,1029.2,54,0,16.1,10.4,16.5,-,,,,
38,Good,4.1,9.4,1.1,1023.8,65,0.25,16.1,10.4,18.3,-,o,,,
54,Moderate,,,,,,,,,,,,,,
36,Good,,,,,,,,,,,,,,
15,Good,,,,,,,,,,,o,,,
4,Good,11.1,21.7,1.7,1010.7,75,8.89,16.1,25.9,38.9,64.8,o,,,
21,Good,-2.2,1.7,-4.4,1032.9,55,0.25,16.1,26.9,35.2,51.9,,,,
27,Good,-1.4,1.7,-4.4,1032.8,69,0,15.6,19.3,31.7,40.7,,o,,
25,Good,,,,,,,,,,,,,,o
65,Moderate,,,,,,,,,,,,o,,o
33,Good,,,,,,,,,,,,o,,
30,Good,4.5,12.2,-5,1020.7,38,0,16.1,10.4,20.6,-,,,,
33,Good,6.8,16.7,-3.3,1018.7,39,0,16.1,15.6,31.7,40.7,o,,,
35,Good,8.6,16.7,-1.1,1021.9,55,0,16.1,8.9,16.5,-,,,,
30,Good,,,,,,,,,,,,,,
21,Good,,,,,,,,,,,o,,,
18,Good,,,,,,,,,,,,,,
17,Good,3.6,12.2,-0.6,1028.5,56,0,16.1,13.7,27.8,38.9,,,,
35,Good,1,7.8,-5,1038.2,65,0,16.1,5.2,18.3,-,,,,
22,Good,8.4,18.3,-5,1035.2,59,0,15.9,10.4,25.9,38.9,,,,
4,Good,,,,,,,,,,,o,,,o
14,Good,,,,,,,,,,,o,,,o
19,Good,,,,,,,,,,,o,o,,o
15,Good,-1.5,3.3,-5,1026.8,50,1.02,16.1,17,35.2,50,,,,
28,Good,7.3,16.1,-5,1020.2,49,0,16.1,25.4,38.9,53.5,,,,
20,Good,6.3,16.1,-1.1,1018,65,5.08,15.4,24.8,55.4,64.8,o,o,,
19,Good,-3,-0.6,-6.7,1032.3,49,0.25,16.1,15,25.9,37,,,,
17,Good,,,,,,,,,,,o,,,
15,Good,,,,,,,,,,,o,,,o
23,Good,,,,,,,,,,,,,,
25,Good,10.9,20,-3.3,1024.6,74,0,16.1,17.6,37,57.6,,,,
31,Good,4.4,20,0,1027,64,11.18,15.4,22.2,38.9,53.5,o,,,
40,Good,2.3,10,-3.9,1033,69,0,15.9,7.2,20.6,-,,,,
23,Good,,,,,,,,,,,o,,,
28,Good,,,,,,,,,,,o,,,
14,Good,,,,,,,,,,,o,,,
26,Good,4.9,6.1,3.3,1038.4,73,5.84,14.5,17.8,24.1,31.7,o,,,
13,Good,6.2,10.6,3.3,1031,86,3.56,12.7,10.7,18.3,-,o,,,
35,Good,15.6,23.9,3.9,1018.2,74,0,16.1,23.2,35.2,42.4,,,,
40,Good,,,,,,,,,,,o,,,
15,Good,,,,,,,,,,,o,,,
17,Good,,,,,,,,,,,o,,,
30,Good,8.1,15.6,0,1031.7,87,0,12.6,8.3,18.3,29.4,o,,,
32,Good,17.4,23.9,12.8,1030.1,90,2.54,11.7,9.6,18.3,-,o,,,
19,Good,21,26.1,15,1030.2,74,0.25,15.9,18.3,31.7,38.9,,,,
26,Good,,,,,,,,,,,,,,
4,Good,,,,,,,,,,,o,,,o
32,Good,,,,,,,,,,,,,,o
18,Good,18.7,26.1,8.9,1016.7,65,0,16.1,17,29.4,55.4,,,,
20,Good,14.2,26.1,8.3,1019.8,65,0,15.6,11.1,20.6,-,o,,,
17,Good,8,19.4,5,1028.5,60,0.76,16.1,11.3,20.6,-,,,,
23,Good,,,,,,,,,,,,,,
21,Good,12.4,13.9,11,1011.4,83,0.25,10,7,18.3,-,o,,,
14,Good,11.2,14.4,8.3,1002.3,47,11.43,14.8,35,51.9,85.2,o,,,
18,Good,6.8,13.3,3.3,1014.1,47,0,16.1,43.9,63,85.2,,,,
14,Good,,,,,,,,,,,,,,
10,Good,,,,,,,,,,,,,,
25,Good,,,,,,,,,,,,,,
15,Good,7.8,11.7,-3.3,1005.2,78,18.03,13.2,17.6,29.4,40.7,o,,,
16,Good,5.8,11.7,1.1,1011,47,4.32,16.1,15,24.1,35.2,,,,
25,Good,4,9.4,-2.2,1013.5,39,0,16.1,14.4,25.9,35.2,,,,
32,Good,,,,,,,,,,,o,,,
24,Good,,,,,,,,,,,o,,,
18,Good,,,,,,,,,,,o,o,,
29,Good,4.4,10,0.6,1008.3,56,23.11,14.5,34.8,50,74.1,o,o,,
21,Good,3.4,10,-1.1,1011.1,44,0,16.1,17.8,27.8,57.6,,,,
24,Good,5.2,15.6,-2.2,1009.8,39,0,16.1,20.9,31.7,51.9,,,,
33,Good,,,,,,,,,,,,,,
25,Good,,,,,,,,,,,,,,
29,Good,,,,,,,,,,,o,,,
24,Good,7.4,15.6,0,1013.1,72,4.57,16.1,7,16.5,-,,,,
7,Good,7.8,15.6,0,1004.6,97,22.86,8.2,24.1,38.9,55.4,o,,,
12,Good,3.6,4.4,1.7,1001.4,97,11.43,9.3,20.2,33.5,51.9,o,,,
18,Good,,,,,,,,,,,,,,
18,Good,,,,,,,,,,,,,,
24,Good,,,,,,,,,,,,,,
28,Good,6.7,10,1.1,1022.9,66,0,16.1,16.1,33.5,46.5,,,,
20,Good,5.3,10,3.3,1034.3,66,0,16.1,28.2,37,48.2,,,,
29,Good,5.1,8.9,2.8,1033.1,79,0,16.1,13.3,22.2,-,o,,,
36,Good,,,,,,,,,,,,,,
45,Good,,,,,,,,,,,,,,
21,Good,,,,,,,,,,,o,,,
17,Good,9.4,12.2,6.7,1024.4,60,0.51,16.1,18.1,31.7,50,,,,
25,Good,12.8,23.3,6.1,1020,62,0,16.1,13.9,24.1,33.5,,,,
25,Good,12.5,23.3,6.1,1016.1,79,0,16.1,19.4,31.7,42.4,,,,
20,Good,10.7,23.3,6.1,1018.6,83,0,16.1,11.7,22.2,25.9,,,,
28,Good,,,,,,,,,,,o,,o,
17,Good,,,,,,,,,,,,,,
30,Good,,,,,,,,,,,,,,
15,Good,5.4,9.4,1.7,1013,66,13.46,15,21.1,33.5,51.9,o,,,
40,Good,,,,,,,,,,,,,,
40,Good,,,,,,,,,,,,,,
42,Good,19.6,26.7,13.9,1018.5,53,0,16.1,28.9,42.4,51.9,,,,
32,Good,21.3,27.8,13.9,1018,62,0,16.1,25.6,33.5,46.5,,,,
25,Good,20.4,27.8,16.1,1016.6,88,0,14.5,16.5,22.2,37,o,,,
8,Good,,,,,,,,,,,o,,,
13,Good,,,,,,,,,,,o,,,
18,Good,,,,,,,,,,,,,,
33,Good,15.6,21.7,6.1,1007.2,65,0,16.1,19.4,44.6,57.6,,,,
24,Good,9.7,21.7,5.6,1023.9,45,0,16.1,24.6,46.5,64.8,,,,
18,Good,8.3,14.4,2.8,1029.8,69,0,16.1,8.3,20.6,-,,,,
20,Good,,,,,,,,,,,,,,
21,Good,,,,,,,,,,,,,,
17,Good,,,,,,,,,,,o,,,
22,Good,16.3,23.3,12.2,1008.5,91,13.46,8.9,11.1,24.1,33.5,o,,o,o
22,Good,15.6,23.3,12.2,1010.2,70,5.33,16.1,12,18.3,-,,,,
17,Good,17.5,24.4,12.8,1008.3,77,0,16.1,11.9,20.6,-,o,,,
33,Good,,,,,,,,,,,,,,o
29,Good,,,,,,,,,,,,,,
21,Good,,,,,,,,,,,,,,
33,Good,15.9,25,3.9,1021.7,41,0,16.1,11.9,20.6,-,,,,
48,Good,21.5,31.1,6.7,1022.4,47,0,16.1,15.7,27.8,38.9,,,,
40,Good,23.5,31.1,13.3,1021.4,46,0,16.1,23.5,33.5,46.5,,,,
36,Good,,,,,,,,,,,,,,
30,Good,,,,,,,,,,,,,,
15,Good,,,,,,,,,,,,,,
29,Good,15.6,21.7,13.9,1016.8,96,5.59,8.4,13.3,24.1,33.5,o,,,o
13,Good,13.7,16.7,12.2,1020.5,92,0,12.4,18.3,25.9,37,,,,
8,Good,14.6,18.3,12.2,1020.1,93,0,8.2,12.6,18.3,-,,,,
23,Good,,,,,,,,,,,o,,o,o
39,Good,,,,,,,,,,,o,,o,
46,Good,,,,,,,,,,,,,,
35,Good,22.3,32.2,16.7,1017,72,0,14.5,13.5,22.2,-,,,,
49,Good,21.7,27.8,16.1,1015.5,81,0,14.3,11.7,22.2,-,,,,
22,Good,24,30.6,18.3,1015.7,75,3.56,16.1,21.5,51.9,81.7,o,,o,
20,Good,,,,,,,,,,,o,,o,
15,Good,,,,,,,,,,,o,,,o
17,Good,,,,,,,,,,,o,,,
30,Good,24.8,28.9,21.1,1018.8,84,11.18,13.5,19.1,25.9,42.4,o,,,
30,Good,,,,,,,,,,,o,,o,
34,Good,22.2,29.4,14.4,1019.1,68,0,15.3,9.4,25.9,35.2,,,,o
26,Good,26,30.6,14.4,1013.8,72,0,16.1,18,25.9,38.9,,,,
21,Good,26.7,31.7,21.7,1014.2,71,0,16.1,20.4,29.4,38.9,o,,o,
17,Good,,,,,,,,,,,o,,,
10,Good,,,,,,,,,,,o,,,
14,Good,,,,,,,,,,,,,,o
21,Good,25.3,31.1,21.1,1014.6,79,0.51,10.9,12,29.4,42.4,o,,,o
38,Good,26.4,31.1,22.8,1010.3,75,0.51,16.1,11.5,16.5,-,,,,
25,Good,26.3,31.7,21.7,1006.8,68,0,15.3,10.7,25.9,37,o,,o,
15,Good,23.1,31.7,20.6,1006.7,86,10.92,15.3,8.9,24.1,-,o,,o,
18,Good,,,,,,,,,,,o,,,
28,Good,,,,,,,,,,,,,,
25,Good,,,,,,,,,,,,,,
27,Good,19.9,25,17.2,1017.6,73,0,16.1,12.8,18.3,-,,,,
28,Good,22.3,28.3,16.1,1021.4,67,0,16.1,9.1,18.3,-,,,,
36,Good,25.4,30,16.1,1019.6,69,0,15.8,11.7,20.6,-,,,,
39,Good,,,,,,,,,,,o,,,
17,Good,,,,,,,,,,,o,,o,
14,Good,,,,,,,,,,,o,,,
25,Good,23.8,29.4,17.2,1015.9,78,10.16,11.7,11.3,24.1,35.2,o,,,o
33,Good,26.2,30,20,1012.9,63,0,16.1,14.1,18.3,31.7,,,,
27,Good,24.1,30,19.4,1014.8,55,0,15.9,9.3,24.1,29.4,,,,
33,Good,,,,,,,,,,,,,,
37,Good,,,,,,,,,,,,,,
39,Good,,,,,,,,,,,o,,o,
57,Moderate,29.1,36.1,22.2,1011.3,64,0,15.8,12,38.9,53.5,o,,o,
27,Good,26.8,36.1,23.9,1010.3,75,0,16.1,9.8,16.5,-,o,,o,
31,Good,26.2,32.2,22.2,1008.1,76,4.06,15.1,11.5,16.5,-,o,,o,
35,Good,,,,,,,,,,,o,,o,
28,Good,,,,,,,,,,,o,,o,
37,Good,,,,,,,,,,,,,,
33,Good,25.3,33.3,21.7,1016.1,70,6.86,15.8,14.1,46.5,59.4,o,,o,
17,Good,23.2,28.9,20.6,1021.3,66,0,16.1,15.4,25.9,35.2,,,,
20,Good,24.9,27.8,20.6,1017.5,72,1.02,16.1,16.5,24.1,31.7,o,,,
37,Good,,,,,,,,,,,,,,
30,Good,,,,,,,,,,,,,,
35,Good,,,,,,,,,,,,,,
45,Good,27.7,33.3,21.7,1018.2,69,0,16.1,9.8,16.5,-,,,,
41,Good,28.4,33.3,22.8,1018,71,0,16.1,8.9,16.5,-,,,,
39,Good,27.6,31.1,23.3,1020.2,72,0,16.1,8.3,16.5,-,,,,
23,Good,,,,,,,,,,,,,,
15,Good,,,,,,,,,,,o,,o,
19,Good,,,,,,,,,,,,,,
27,Good,23.8,25,22,1020.8,76,17.78,14.6,19.3,33.5,50,o,,,
11,Good,22.5,25,20.6,1024.2,65,1.78,16.1,26.3,35.2,46.5,,,,
8,Good,21.9,25.6,18.9,1023,65,0,16.1,14.3,20.6,29.4,,,,
38,Good,,,,,,,,,,,,,,
54,Moderate,,,,,,,,,,,,,,
37,Good,,,,,,,,,,,o,,o,
33,Good,24.8,27.2,22.2,1021.6,73,0.76,16.1,17,24.1,29.4,,,,
18,Good,22.9,27.8,17.2,1021.5,66,0,16.1,8.1,16.5,-,,,,
28,Good,24.7,31.1,17.2,1018.3,65,0,16.1,8.3,18.3,-,,,,
44,Good,,,,,,,,,,,,,,
39,Good,,,,,,,,,,,,,,
26,Good,,,,,,,,,,,o,,o,
34,Good,23.9,30.6,17.8,1016.8,67,0,16.1,8.3,24.1,-,,,,
28,Good,24.5,28.9,17.8,1018.7,63,0,15.9,10.7,24.1,31.7,,,,
12,Good,24,28.9,18.9,1012.4,79,36.07,11.1,20.2,29.4,44.6,o,,,o
24,Good,,,,,,,,,,,o,,,
22,Good,,,,,,,,,,,o,,o,
11,Good,,,,,,,,,,,o,,o,
15,Good,24.5,27.2,22.8,1014.7,84,14.22,15.8,9.4,16.5,-,o,,,
24,Good,25.7,31.1,21.7,1013.5,75,1.27,16.1,11.5,14.8,-,,,,
37,Good,27.8,33.3,21.7,1015.3,74,0,15.8,11.1,20.6,33.5,o,,o,
31,Good,,,,,,,,,,,o,,o,
27,Good,,,,,,,,,,,,,,
12,Good,,,,,,,,,,,o,,o,
28,Good,25.6,28.9,22.8,1017.9,64,42.67,16.1,7,16.5,-,o,,,
30,Good,27.2,31.7,23.3,1018.9,75,0.51,16.1,17.6,31.7,44.6,o,,o,
18,Good,26.8,31.7,24.4,1020.5,62,0.51,15.8,12.6,29.4,37,o,,o,
17,Good,26.8,31.7,24.4,1021.6,58,0.51,16.1,13,25.9,37,,,,
15,Good,,,,,,,,,,,o,,,
30,Good,,,,,,,,,,,,,,o
54,Moderate,,,,,,,,,,,o,,o,
39,Good,25.7,26.7,25,1018.6,74,0,16.1,3.1,5.4,-,,,,
37,Good,28.7,34.4,24.4,1013.7,63,5.59,16.1,11.5,18.3,-,,,,
37,Good,28.1,34.4,23.3,1011.8,59,0,16.1,13.1,22.2,-,,,,
43,Good,,,,,,,,,,,o,,o,
35,Good,,,,,,,,,,,o,,o,
25,Good,,,,,,,,,,,o,,,
20,Good,25.2,28.9,22,1015.1,69,5.84,15.6,9.6,22.2,42.4,o,,o,
28,Good,25.1,31.1,19.4,1014.5,59,0.25,16.1,10.7,18.3,27.8,,,,
53,Moderate,26.2,31.7,19.4,1016.2,66,0,16.1,10,16.5,-,,,,
60,Moderate,,,,,,,,,,,,,,
55,Moderate,,,,,,,,,,,,,,
33,Good,,,,,,,,,,,o,,o,
28,Good,25.4,32.8,22.8,1012.5,47,10.41,15.8,12,31.7,44.6,o,,o,
22,Good,25.2,31.1,20.6,1016.2,57,48.01,14.3,8.3,18.3,-,o,,o,
34,Good,26.2,31.1,20.6,1016.1,87,42.42,15.9,10.4,27.8,55.4,o,,o,
31,Good,,,,,,,,,,,,,,
42,Good,,,,,,,,,,,o,,,
29,Good,,,,,,,,,,,,,,
14,Good,22.7,27.8,15,1023.1,80,0,16.1,8.7,20.6,-,,,,
29,Good,24.4,30,16.7,1022.1,81,0,15.9,6.7,16.5,-,,,,o
58,Moderate,26.2,32.8,19.4,1020.1,76,0,16.1,9.8,14.8,-,,,,
54,Moderate,,,,,,,,,,,,,,
33,Good,,,,,,,,,,,,,,
41,Good,,,,,,,,,,,o,,o,
22,Good,25.3,34.4,21.7,1020,87,3.3,15.9,8.7,20.6,-,o,,o,
21,Good,25.1,31.1,21.1,1022.2,85,1.02,16.1,3.7,18.3,-,o,,o,
26,Good,25.9,31.7,21.1,1023.2,81,0,16.1,6.3,14.8,-,,,,
19,Good,26.6,31.7,21.1,1024.2,84,0,16.1,5.9,14.8,-,,,,o
23,Good,,,,,,,,,,,,,,
27,Good,,,,,,,,,,,,,,o
32,Good,25.9,31.1,21.7,1015.7,81,0,15.9,4.8,16.5,-,,,o,o
16,Good,25.2,31.1,21.7,1013.6,90,15.75,13.7,13.9,33.5,44.6,o,,o,o
18,Good,,,,,,,,,,,,,,
16,Good,,,,,,,,,,,o,,o,
8,Good,,,,,,,,,,,o,,,
22,Good,25.7,29.4,22.8,1017.8,95,0,15.1,23.2,35.2,48.2,o,,,
26,Good,25.9,28.3,23,1015.2,90,1.78,15.9,30.6,44.6,59.4,o,,,
17,Good,25.1,28.3,22.8,1017.1,90,7.87,15.9,23.9,29.4,51.9,o,,,
14,Good,,,,,,,,,,,o,,,
22,Good,,,,,,,,,,,,,,
15,Good,,,,,,,,,,,o,,,
36,Good,25.1,31.7,22.2,1011.5,81,2.29,15.3,17.6,25.9,38.9,o,,,
29,Good,22.9,25.6,19.4,1019.3,82,0,16.1,10.9,20.6,-,,,,
14,Good,22.1,26.7,16.7,1022.3,79,0,16.1,7.2,14.8,-,,,,o
35,Good,,,,,,,,,,,,,,
28,Good,,,,,,,,,,,o,,,o
15,Good,,,,,,,,,,,o,,,
15,Good,24.3,27.8,20,1023.2,91,0,15.3,12.2,24.1,-,o,,o,o
28,Good,25.2,30,21.1,1016.5,89,18.29,13.4,6.5,14.8,-,,,,o
21,Good,23.3,30,21.1,1016.5,92,0.76,15,9.8,18.3,-,o,,,
18,Good,,,,,,,,,,,o,,,
25,Good,,,,,,,,,,,,,,o
29,Good,19.8,26.1,14.4,1026.2,75,0,15.9,4.8,16.5,-,,,,
52,Moderate,22.1,28.9,14.4,1023.1,76,0,16.1,7,22.2,-,,,,
26,Good,24.3,30.6,16.7,1018.5,75,0,16.1,11.5,20.6,-,,,,
40,Good,,,,,,,,,,,,,,
51,Moderate,,,,,,,,,,,,,,
20,Good,,,,,,,,,,,o,,,
22,Good,22.9,28.3,18.9,1022.6,88,0,15.3,4.8,18.3,-,,,,o
20,Good,23.2,28.3,18.9,1025.4,88,0,15.3,8.9,20.6,-,,,,o
12,Good,24.2,27.8,19.4,1025.1,86,0,16.1,11.9,25.9,-,,,,
14,Good,,,,,,,,,,,o,,,
23,Good,,,,,,,,,,,o,,,
49,Good,,,,,,,,,,,o,,,
20,Good,15.9,21.7,12.8,1011.6,75,1.02,16.1,7.8,22.2,-,o,,,
23,Good,14.6,20,8.9,1022,72,0,16.1,4.8,14.8,-,,,,
18,Good,22,28.3,8.9,1021,70,0,16.1,14.4,27.8,44.6,,,,
10,Good,,,,,,,,,,,o,,,
25,Good,,,,,,,,,,,o,,,
14,Good,,,,,,,,,,,,,,
21,Good,10.9,18.9,3.9,1027,67,0,16.1,5.7,16.5,-,,,,
31,Good,16.6,19.4,13.9,1012.8,88,0.25,15.8,15.4,22.2,35.2,o,,,
12,Good,12.1,19.4,8.9,1014.4,59,2.29,16.1,28.3,44.6,75.9,,,,
20,Good,,,,,,,,,,,,,,
29,Good,,,,,,,,,,,,,,
20,Good,,,,,,,,,,,,,,
24,Good,9.3,15,4.4,1022.4,63,0,16.1,9.4,20.6,-,,,,
30,Good,8.8,14.4,3.3,1017.1,92,0,14,8.5,38.9,53.5,o,,,
15,Good,,,,,,,,,,,,,,
19,Good,,,,,,,,,,,,,,
23,Good,,,,,,,,,,,,,,
36,Good,12.7,21.7,4.4,1020.9,65,0,16.1,11.5,31.7,38.9,,,,
26,Good,18.6,25,14.4,1016,71,0,16.1,20.2,38.9,48.2,,,,
24,Good,21.6,25,14.4,1009.3,86,2.54,15.3,17.2,25.9,40.7,o,,o,
20,Good,16.7,23.9,9.4,1013.4,68,3.81,15.9,17.2,27.8,42.4,o,,,
19,Good,,,,,,,,,,,,,,
19,Good,,,,,,,,,,,o,,,
19,Good,,,,,,,,,,,,,,
25,Good,16.6,27.8,11.7,1017.6,78,8.13,16.1,9.4,16.5,-,,,,
23,Good,15.4,20.6,11.7,1020.7,77,0,16.1,15.9,29.4,40.7,o,,,
17,Good,15.6,19.4,12.8,1020.2,78,0,15.6,18,27.8,40.7,o,,,
16,Good,,,,,,,,,,,o,,,
22,Good,,,,,,,,,,,,,,
27,Good,,,,,,,,,,,o,,,
17,Good,15.1,19.4,10,1017,91,24.13,14.3,16.9,27.8,40.7,o,,,
28,Good,7.9,9.4,6.1,1027.5,69,4.83,16.1,17.8,25.9,35.2,o,,,
11,Good,11.3,19.4,6.1,1026.4,82,1.27,11.1,27.4,46.5,90,o,,,
15,Good,,,,,,,,,,,o,,,
46,Good,,,,,,,,,,,,,,
49,Good,,,,,,,,,,,,,,
